target_bid,split,binary_id,sid,label,cwe,entry_line,high_pc,var_lines,ptr_sig,line_seq_compact,body_len,insn_count,call_count,branch_count,key_body_hex,key_op_full,key_marker_tail,calls,preview
BIN_4184059,train,BIN_2651530,40991,1,CWE-459,28,157,33|34|35,filename:1|tmpl:0|pFile:1,29|34|37|38|40|41|43|44|49|51,157,38,4,2,961b245461769eb5,f32ee636ec4af8b7,49b26f9a0d3d0a04,fwrite|fclose,"push:rbp mov:rbp,rsp sub:rsp,N movabs:rax,N movabs:rdx,N mov:qwordptr_[rbp-N],rax mov:qwordptr_[rbp-N],rdx mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov:qwordptr_[rbp-8],rax cmp:qwordptr_[rbp-8],0 je:N lea:r"
BIN_4184059,train,BIN_2074684,40992,1,CWE-459,28,183,30|34|35|36,j:0|filename:1|tmpl:0|pFile:1,29|31|35|38|39|41|42|44|45|31|51,183,43,4,4,832c06ed43de743a,c3aced9f9f025548,89d7cc02ebd80848,fwrite|fclose,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N movabs:rax,N movabs:rdx,N mov:qwordptr_[rbp-N],rax mov:qwordptr_[rbp-N],rdx mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov:qwordptr_[rbp-N],rax cmp:"
BIN_4184059,train,BIN_4599756,40993,1,CWE-459,28,157,33|34|35,filename:1|tmpl:0|pFile:1,29|30|34|37|38|40|41|43|44|49,157,38,4,2,faa6e7e1c62c50a2,454d455f19c6327e,49b26f9a0d3d0a04,fwrite|fclose,"push:rbp mov:rbp,rsp sub:rsp,N nop: movabs:rax,N movabs:rdx,N mov:qwordptr_[rbp-N],rax mov:qwordptr_[rbp-N],rdx mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov:qwordptr_[rbp-8],rax cmp:qwordptr_[rbp-8],0 je:N "
BIN_4184059,test,BIN_4184059,40994,1,CWE-464,18,94,20|23|31,data:0|charArraySource:0|charArraySink:0,19|21|24|25|28|32|34|35|36|37|39,94,27,4,0,90f8d9586cddcc95,728428e05f5d381f,aa8ecc1b83e6b6f5,getc|atoi|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:byteptr_[rbp-1],N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax call:N mov:byteptr_[rbp-3],al mov:byteptr_[rbp-2],0 lea:rax,[rbp-3] mov:rcx,rax call:N mov:byteptr_[rbp-1],al mov:byteptr_[rbp-7],N movzx:eax"
BIN_4184059,train,BIN_2162526,40996,1,CWE-464,18,94,20|25|34,data:0|charArraySource:0|charArraySink:0,19|21|26|27|30|35|37|38|39|40|42,94,27,4,0,458b38fab4dee61b,728428e05f5d381f,aa8ecc1b83e6b6f5,getc|atoi|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:byteptr_[rbp-1],N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax call:N mov:byteptr_[rbp-3],al mov:byteptr_[rbp-2],0 lea:rax,[rbp-3] mov:rcx,rax call:N mov:byteptr_[rbp-1],al mov:byteptr_[rbp-7],N movzx:eax"
BIN_4184059,train,BIN_9993716,40998,1,CWE-464,25,104,27|32|41,data:0|charArraySource:0|charArraySink:0,26|28|29|33|34|37|42|44|45|46|47|49,104,30,4,1,d5a47e0162d7a4f0,d85652188962de8c,aa8ecc1b83e6b6f5,getc|atoi|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:byteptr_[rbp-1],N mov:eax,dwordptr_[rip+N] test:eax,eax je:N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax call:N mov:byteptr_[rbp-3],al mov:byteptr_[rbp-2],0 lea:rax,[rbp-3] mov:rcx,rax call:N mov:byteptr"
BIN_4198849,train,BIN_3377163,31566,1,CWE-252,23,292,31|32,dataBuffer:0|data:1,24|31|32|34|36|42,292,41,1,0,91bd9b499bc79bc6,89cb8a14a3686695,d1dfc991fe135d9f,swscanf,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr"
BIN_4198849,train,BIN_8200107,31568,1,CWE-252,23,290,25|31|32,j:0|dataBuffer:0|data:1,24|26|31|32|34|26|37,290,46,1,2,2205be4a21b53aaa,b63959680183916b,06eb9ac55ba2384a,swscanf,"push:rbp sub:rsp,N lea:rbp,[rsp+N] mov:dwordptr_[rbp+N],0 jmp:N mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mo"
BIN_4198849,test,BIN_4198849,31569,1,CWE-252,23,292,30|31,dataBuffer:0|data:1,24|25|30|31|33|35,292,41,1,0,2b9e07114f9fe10f,4252cc1ae1f9096a,d1dfc991fe135d9f,swscanf,"push:rbp mov:rbp,rsp sub:rsp,N nop: mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwo"
BIN_4198849,train,BIN_7568004,31570,1,CWE-253,21,196,26|27,dataBuffer:0|data:1,22|26|27|28|31|36|38,196,37,4,0,56e01e63b98abc91,e18390eb9cd31993,9d0da0a3db12321d,printline|fgets|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr"
BIN_4198849,train,BIN_3220730,31572,1,CWE-253,21,196,28|29,dataBuffer:0|data:1,22|28|29|30|33|38|41,196,37,4,0,11f540cf5fe8f009,e18390eb9cd31993,9d0da0a3db12321d,printline|fgets|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr"
BIN_4198849,train,BIN_7458654,31573,1,CWE-253,27,209,34|35,dataBuffer:0|data:1,28|29|34|35|36|39|44|47,209,40,4,1,a59f2920f59fb991,7aaca4958862d79d,9d0da0a3db12321d,printline|fgets|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:eax,1 test:eax,eax je:N mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwo"
BIN_4390572,train,BIN_8583996,41660,1,CWE-483,17,111,22|23,x:0|y:0,18|22|23|27|28|30|32|35|37,111,33,3,1,5f9fe9db9d86bdbc,b4bb579aec400969,645e1a3a9670e03a,rand|printline|printline,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax add:eax,ecx sub:edx,eax mov:dwordptr_[rbp-4],edx mov"
BIN_4390572,test,BIN_4390572,41662,1,CWE-483,17,111,22|23,x:0|y:0,18|19|22|23|27|28|30|32|35,111,33,3,1,03bd714d4ba93e1c,b369df6eae8a564f,645e1a3a9670e03a,rand|printline|printline,"push:rbp mov:rbp,rsp sub:rsp,N nop: call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax add:eax,ecx sub:edx,eax mov:dwordptr_[rbp-4],ed"
BIN_4390572,train,BIN_9717506,41663,1,CWE-484,17,151,20,x:0,18|20|22|25|27|28|30|31|33|34|37,151,46,5,7,11acd970296f8115,e1ba360757989f6c,d7afe83e6cad04f9,rand|printline|printline|printline|printline,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax add:eax,ecx sub:edx,eax mov:dwordptr_[rbp-4],edx cmp"
BIN_4390572,train,BIN_4362207,41665,1,CWE-484,17,151,22,x:0,18|22|24|27|29|30|32|33|35|36|40,151,46,5,7,d549e9b003304ae9,e1ba360757989f6c,d7afe83e6cad04f9,rand|printline|printline|printline|printline,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax add:eax,ecx sub:edx,eax mov:dwordptr_[rbp-4],edx cmp"
BIN_5190087,train,BIN_9998031,47217,1,CWE-681,20,150,26|27,inputBuffer:0|doubleNumber:0,21|27|32|35|39|42|44|50,150,36,6,2,b28cadb340fc9b09,4960a4427831b9b8,0384fd90a6865abc,fgets|atof|printline|sqrt|printintline,"push:rbp sub:rsp,N lea:rbp,[rsp+N] pxor:xmm0,xmm0 movsd:qwordptr_[rbp+N],xmm0 mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rdx,rax lea:rax,[rbp-N] mov:r8,rdx mov:edx,N mov:rcx,rax call:N test:rax,rax je:N lea:rax,[rbp-N] mov:rcx,rax call:N movq:ra"
BIN_5190087,train,BIN_6608892,47219,1,CWE-681,20,185,22|26|27,j:0|inputBuffer:0|doubleNumber:0,21|23|27|32|35|39|42|23|45,185,41,6,4,7383a9273fc3b9b3,2bf9c813e473878e,0384fd90a6865abc,fgets|atof|printline|sqrt|printintline,"push:rbp sub:rsp,N lea:rbp,[rsp+N] mov:dwordptr_[rbp+N],0 jmp:N pxor:xmm0,xmm0 movsd:qwordptr_[rbp+N],xmm0 mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rdx,rax lea:rax,[rbp-N] mov:r8,rdx mov:edx,N mov:rcx,rax call:N test:rax,rax je:N lea:rax,[rbp-"
BIN_5190087,test,BIN_5190087,47220,1,CWE-681,20,150,25|26,inputBuffer:0|doubleNumber:0,21|22|26|31|34|38|41|43,150,36,6,2,e3ab790f5f6f749c,aa8b4e7519b1c979,0384fd90a6865abc,fgets|atof|printline|sqrt|printintline,"push:rbp sub:rsp,N lea:rbp,[rsp+N] nop: pxor:xmm0,xmm0 movsd:qwordptr_[rbp+N],xmm0 mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rdx,rax lea:rax,[rbp-N] mov:r8,rdx mov:edx,N mov:rcx,rax call:N test:rax,rax je:N lea:rax,[rbp-N] mov:rcx,rax call:N mo"
BIN_5190087,train,BIN_4248613,47221,1,CWE-685,20,62,23,dest:0,21|25|26|28,62,16,2,0,02bb3c4e1d80fab7,9579e5a40fdbf385,b92df1f75e2e48a6,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N lea:rcx,[rip+N] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8,rcx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_5190087,train,BIN_5626611,47222,1,CWE-685,20,62,25,dest:0,21|27|28|31,62,16,2,0,1a393a8924a15499,9579e5a40fdbf385,b92df1f75e2e48a6,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N lea:rcx,[rip+N] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8,rcx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_5190087,train,BIN_3556470,47223,1,CWE-685,20,62,25,dest:0,21|27|28|31,62,16,2,0,1a393a8924a15499,9579e5a40fdbf385,b92df1f75e2e48a6,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N lea:rcx,[rip+N] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8,rcx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_5472113,train,BIN_2292622,47235,1,CWE-685,20,63,26,dest:0,21|28|29|31|37,63,17,2,0,c66149a763dc46e3,d8bedec7e475a9b9,b92df1f75e2e48a6,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N lea:rcx,[rip+N] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8,rcx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: nop: add:rsp,N pop:rbp ret:"
BIN_5472113,train,BIN_5278793,47236,1,CWE-685,20,63,25,dest:0,21|27|28|30|32,63,17,2,0,738856fbe6197f1d,d8bedec7e475a9b9,b92df1f75e2e48a6,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N lea:rcx,[rip+N] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8,rcx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: nop: add:rsp,N pop:rbp ret:"
BIN_5472113,test,BIN_5472113,47238,1,CWE-685,20,63,25,dest:0,21|22|27|28|30,63,17,2,0,6679eab9bdfa7828,ee936e3d4be089c9,b92df1f75e2e48a6,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N nop: lea:rcx,[rip+N] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8,rcx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_5472113,train,BIN_4473406,47240,1,CWE-688,19,65,24|25,dest:0|intFive:0,20|25|27|28|31,65,17,2,0,418f182c5f42d387,f3ec961c275234cf,4c4b32d97a18b7f0,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],5 mov:ecx,dwordptr_[rbp-4] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8d,ecx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_5472113,train,BIN_3112948,47241,1,CWE-688,19,65,24|25,dest:0|intFive:0,20|25|27|28|31,65,17,2,0,418f182c5f42d387,f3ec961c275234cf,4c4b32d97a18b7f0,sprintf|printline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],5 mov:ecx,dwordptr_[rbp-4] lea:rdx,[rip+N] lea:rax,[rbp-N] mov:r8d,ecx mov:rcx,rax call:N lea:rax,[rbp-N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_5474899,train,BIN_6020353,41587,1,CWE-479,43,55,45,j:0,44|46|48|46|50,55,17,1,2,1dd0f2f5076461ed,fb12e204ca68ef06,e209f9b8384c810f,signal,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N lea:rax,[rip-N] mov:rdx,rax mov:ecx,2 call:N add:dwordptr_[rbp-4],1 cmp:dwordptr_[rbp-4],0 jle:N nop: nop: add:rsp,N pop:rbp ret:"
BIN_5474899,train,BIN_5739603,41588,1,CWE-479,43,36,,,44|45|47|48,36,12,1,0,a5061ade2dd87f91,ddc97e2cd87b8986,da39a3ee5e6b4b0d,signal,"push:rbp mov:rbp,rsp sub:rsp,N nop: lea:rax,[rip-N] mov:rdx,rax mov:ecx,2 call:N nop: add:rsp,N pop:rbp ret:"
BIN_5474899,test,BIN_5474899,41589,1,CWE-480,46,7,,,47|53,7,5,0,0,b647d406cc586956,af268b822f7cc213,da39a3ee5e6b4b0d,,"push:rbp mov:rbp,rsp nop: pop:rbp ret:"
BIN_5474899,train,BIN_9403029,41590,1,CWE-480,46,7,,,47|56,7,5,0,0,b647d406cc586956,af268b822f7cc213,da39a3ee5e6b4b0d,,"push:rbp mov:rbp,rsp nop: pop:rbp ret:"
BIN_5474899,train,BIN_5799337,41591,1,CWE-480,46,7,,,47|56,7,5,0,0,b647d406cc586956,af268b822f7cc213,da39a3ee5e6b4b0d,,"push:rbp mov:rbp,rsp nop: pop:rbp ret:"
BIN_6066650,train,BIN_7070425,35177,1,CWE-390,20,93,25,doubleNumber:0,21|22|26|27|29|33|36,93,24,4,1,86e710e55ecc6f57,34dcb5eff27f0261,647cad2511673259,sqrt|printdoubleline,"push:rbp mov:rbp,rsp sub:rsp,N mov:rax,qwordptr_[rip+N] mov:eax,dwordptr_[rax] cmp:eax,5 jne:N mov:rax,qwordptr_[rip+N] call:rax mov:dwordptr_[rax],0 mov:rax,qwordptr_[rip+N] movq:xmm0,rax call:N movq:rax,xmm0 mov:qwordptr_[rbp-8],rax mov:rax,qwordpt"
BIN_6066650,train,BIN_8273378,35178,1,CWE-390,20,80,26,doubleNumber:0,21|27|28|30|34|36|42,80,21,4,0,873c022a83c2a711,49b832510408b410,647cad2511673259,sqrt|printdoubleline,"push:rbp mov:rbp,rsp sub:rsp,N mov:rax,qwordptr_[rip+N] call:rax mov:dwordptr_[rax],0 mov:rax,qwordptr_[rip+N] movq:xmm0,rax call:N movq:rax,xmm0 mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rip+N] call:rax mov:rax,qwordptr_[rbp-8] movq:xmm0,rax call:N"
BIN_6066650,test,BIN_6066650,35181,1,CWE-390,20,80,25,doubleNumber:0,21|22|26|27|29|33|35,80,21,4,0,9ec0f3f00a5e713e,0c4dca405f3e9937,647cad2511673259,sqrt|printdoubleline,"push:rbp mov:rbp,rsp sub:rsp,N nop: mov:rax,qwordptr_[rip+N] call:rax mov:dwordptr_[rax],0 mov:rax,qwordptr_[rip+N] movq:xmm0,rax call:N movq:rax,xmm0 mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rip+N] call:rax mov:rax,qwordptr_[rbp-8] movq:xmm0,rax c"
BIN_6066650,train,BIN_1225491,35184,1,CWE-391,21,55,26,doubleNumber:0,22|27|29|32,55,15,2,0,9bc3d1777aa4f885,8803ba57030a11f4,647cad2511673259,sqrt|printdoubleline,"push:rbp mov:rbp,rsp sub:rsp,N mov:rax,qwordptr_[rip+N] movq:xmm0,rax call:N movq:rax,xmm0 mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] movq:xmm0,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_6066650,train,BIN_1792846,35185,1,CWE-391,27,64,32,doubleNumber:0,28|29|33|35|38,64,18,2,1,cbfc0a0364ffb755,d59118a0eb6ea08e,647cad2511673259,sqrt|printdoubleline,"push:rbp mov:rbp,rsp sub:rsp,N mov:eax,1 test:eax,eax je:N mov:rax,qwordptr_[rip+N] movq:xmm0,rax call:N movq:rax,xmm0 mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] movq:xmm0,rax call:N nop: add:rsp,N pop:rbp ret:"
BIN_6537894,train,BIN_9734886,41129,1,CWE-468,17,114,23|24|27,intArray:0|intPointer:1|toPrint:0,18|23|24|27|28|30|36,114,26,1,0,a54416790c033693,ae1a74931404901e,d35fe08b53986cb6,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-N],1 mov:dwordptr_[rbp-N],2 mov:dwordptr_[rbp-N],3 mov:dwordptr_[rbp-N],4 mov:dwordptr_[rbp-N],5 mov:dwordptr_[rbp-N],6 mov:dwordptr_[rbp-N],7 mov:dwordptr_[rbp-N],8 mov:dwordptr_[rbp-N],9 mov:dwordptr"
BIN_6537894,train,BIN_6747213,41131,1,CWE-468,17,133,19|23|24|27,j:0|intArray:0|intPointer:1|toPrint:0,18|20|23|24|27|28|20|31,133,31,1,2,e9f146b70ce37653,949590ded4836834,bdabbd9accfd2f55,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N mov:dwordptr_[rbp-N],1 mov:dwordptr_[rbp-N],2 mov:dwordptr_[rbp-N],3 mov:dwordptr_[rbp-N],4 mov:dwordptr_[rbp-N],5 mov:dwordptr_[rbp-N],6 mov:dwordptr_[rbp-N],7 mov:dwordptr_[rbp-N],8 mov:dw"
