binary_id,sid,cwe,class_count,nearest_same_dist,near_same_count,near_labels,has_cwe_token,tokens,exact_same_near,exact_other_near,entry_line,high_pc,body_len,insn_count,calls
BIN_1344429,18962,CWE-188,21,1,4,CWE-188@18959|CWE-188@18960|CWE-188@18963|CWE-188@18964,False,,True,,23,75,75,23,printintline|printintline
BIN_1394325,39509,CWE-426,45,1,3,CWE-426@39505|CWE-426@39507|CWE-426@39508,True,CWE426_Untrusted_Search_Path__wchar_t_system_45_badData|CWE426_Untrusted_Search_Path__wchar_t_system_45_goodG2BData,False,,55,297,297,41,wcscpy|badsink
BIN_1419662,35132,CWE-390,34,1,5,CWE-390@35128|CWE-390@35129|CWE-390@35131|CWE-390@35134|CWE-390@35137,False,,False,,23,340,340,52,printwline|fgetws|printwline
BIN_1440075,52951,CWE-773,20,1,4,CWE-773@52946|CWE-773@52947|CWE-773@52950|CWE-773@52956,False,,False,,27,109,109,29,
BIN_1447241,39396,CWE-426,45,1,5,CWE-426@39391|CWE-426@39392|CWE-426@39397|CWE-426@39400|CWE-426@39401,False,,False,,40,281,281,51,globalreturnstrueorfalse|system|printline|exit
BIN_1467530,39387,CWE-426,45,1,5,CWE-426@39386|CWE-426@39389|CWE-426@39390|CWE-426@39391|CWE-426@39392,False,,True,,40,204,204,37,system|printline|exit
BIN_1467776,47234,CWE-685,8,1,4,CWE-685@47231|CWE-685@47232|CWE-685@47235|CWE-685@47236,False,,False,,20,76,76,20,sprintf|printline
BIN_1502371,413,CWE-135,24,1,6,CWE-135@409|CWE-135@411|CWE-135@412|CWE-135@415|CWE-135@416|CWE-135@417,False,,True,,29,149,149,40,strlen|___chkstk_ms|wcscpy|printline
BIN_1512730,18977,CWE-188,21,1,4,CWE-188@18972|CWE-188@18975|CWE-188@18976|CWE-188@18982,False,,True,,17,42,42,14,printintline
BIN_1528226,42531,CWE-588,22,2,5,CWE-588@42527|CWE-588@42528|CWE-588@42529|CWE-588@42534|CWE-588@42535,True,CWE588_Attempt_to_Access_Child_of_Non_Structure_Pointer__class_17|CWE588_Attempt_to_Access_Child_of_Non_Structure_Pointer__class_1710entry_goodEv|CWE588_Attempt,False,,-1,-1,77,21,printintline
BIN_1553949,10930,CWE-123,43,2,4,CWE-123@10926|CWE-123@10927|CWE-123@10928|CWE-123@10932,False,,False,,31,206,206,50,fgets|printline|exit
BIN_1557835,10972,CWE-123,43,1,6,CWE-123@10969|CWE-123@10970|CWE-123@10971|CWE-123@10973|CWE-123@10974|CWE-123@10977,False,,True,,52,621,621,120,globalreturnstrue|memset
BIN_1568092,46543,CWE-675,31,2,7,CWE-675@46538|CWE-675@46540|CWE-675@46541|CWE-675@46545|CWE-675@46546|CWE-675@46547|CWE-675@46548,False,,False,,40,89,89,23,badsink
BIN_1593911,41022,CWE-464,10,1,4,CWE-464@41017|CWE-464@41018|CWE-464@41020|CWE-464@41021,True,CWE464_Addition_of_Data_Structure_Sentinel__basic_45_badData|CWE464_Addition_of_Data_Structure_Sentinel__basic_45_goodG2BData,False,,35,78,78,22,getc|atoi|badsink
BIN_1599122,52984,CWE-775,26,2,4,CWE-775@52982|CWE-775@52986|CWE-775@52987|CWE-775@52988,False,,True,,18,49,49,13,fopen
BIN_1599779,41847,CWE-526,9,2,5,CWE-526@41842|CWE-526@41843|CWE-526@41845|CWE-526@41849|CWE-526@41851,False,,True,,30,47,47,15,staticreturnstrue|getenv|printline
BIN_1655785,41744,CWE-510,17,1,8,CWE-510@41739|CWE-510@41740|CWE-510@41741|CWE-510@41743|CWE-510@41745|CWE-510@41746|CWE-510@41747|CWE-510@41749,False,,True,,38,636,636,133,globalreturnstrue|memset|strcmp|printline
BIN_1663347,42520,CWE-588,22,2,5,CWE-588@42516|CWE-588@42517|CWE-588@42518|CWE-588@42523|CWE-588@42525,True,CWE588_Attempt_to_Access_Child_of_Non_Structure_Pointer__class_06|CWE588_Attempt_to_Access_Child_of_Non_Structure_Pointer__class_0610entry_goodEv|CWE588_Attempt,True,,-1,-1,58,16,printintline
BIN_1668988,41796,CWE-511,27,1,4,CWE-511@41791|CWE-511@41795|CWE-511@41798|CWE-511@41800,False,,False,,26,65,65,19,globalreturnstrue
BIN_1670545,39454,CWE-426,45,3,4,CWE-426@39449|CWE-426@39451|CWE-426@39458|CWE-426@39459,False,,False,,42,382,382,63,wcscpy
BIN_1708390,35174,CWE-390,34,2,5,CWE-390@35169|CWE-390@35171|CWE-390@35172|CWE-390@35177|CWE-390@35178,False,,True,,20,88,88,23,globalreturnstrue|sqrt|printdoubleline
BIN_1792787,42485,CWE-571,8,1,4,CWE-570@42480|CWE-571@42481|CWE-571@42484|CWE-571@42487|CWE-571@42488,False,,False,,10,39,39,13,globalreturnstrue|printline
BIN_1896060,41648,CWE-483,9,1,8,CWE-483@41643|CWE-483@41644|CWE-483@41645|CWE-483@41646|CWE-483@41647|CWE-483@41649|CWE-483@41651|CWE-483@41653,False,,False,,23,119,119,35,rand|printline|printline
BIN_1925712,10873,CWE-123,43,1,8,CWE-123@10868|CWE-123@10870|CWE-123@10871|CWE-123@10872|CWE-123@10875|CWE-123@10876|CWE-123@10877|CWE-123@10878,False,,True,,66,510,510,97,staticreturnstrue|memset
BIN_1972380,41085,CWE-467,20,2,5,CWE-467@41080|CWE-467@41082|CWE-467@41083|CWE-467@41089|CWE-467@41090,False,,False,,30,99,99,28,staticreturnstrue|malloc|exit|printshortline|free
BIN_1975687,56003,CWE-843,23,1,6,CWE-843@55998|CWE-843@55999|CWE-843@56001|CWE-843@56004|CWE-843@56005|CWE-843@56006,True,CWE843_Type_Confusion__char_34_unionType,False,,24,64,64,19,printintline
BIN_1993794,41896,CWE-546,35,1,6,CWE-546@41891|CWE-546@41893|CWE-546@41895|CWE-546@41898|CWE-546@41899|CWE-546@41901,False,,True,,17,30,30,10,printline
BIN_2003503,10983,CWE-123,43,5,2,CWE-123@10978|CWE-123@10988,False,,False,,52,720,720,136,memset
BIN_2013496,41166,CWE-469,19,1,4,CWE-469@41163|CWE-469@41164|CWE-469@41167|CWE-469@41168|CWE-475@41169|CWE-475@41171,False,,True,,21,140,140,35,wcschr|exit|printunsignedline
BIN_2025147,39435,CWE-426,45,1,6,CWE-426@39433|CWE-426@39434|CWE-426@39436|CWE-426@39438|CWE-426@39439|CWE-426@39440,False,,True,,42,303,303,50,wcscpy
BIN_2055913,31024,CWE-242,8,2,6,CWE-242@31019|CWE-242@31020|CWE-242@31021|CWE-242@31026|CWE-242@31027|CWE-242@31029,False,,False,,19,93,93,26,gets|printline|exit|printline
BIN_2073301,32173,CWE-367,18,2,6,CWE-367@32169|CWE-367@32170|CWE-367@32175|CWE-367@32176|CWE-367@32177|CWE-367@32178,False,,False,,41,379,379,84,fgets|printline|strlen|exit|exit|exit
BIN_2104750,39443,CWE-426,45,1,6,CWE-426@39438|CWE-426@39439|CWE-426@39440|CWE-426@39442|CWE-426@39444|CWE-426@39445,False,,True,,42,312,312,53,globalreturnstrue|wcscpy
BIN_2106997,41087,CWE-467,20,2,5,CWE-467@41082|CWE-467@41083|CWE-467@41089|CWE-467@41090|CWE-467@41092,False,,False,,17,103,103,29,malloc|exit|printshortline|free
BIN_2112774,31028,CWE-242,8,1,3,CWE-242@31026|CWE-242@31027|CWE-242@31029|CWE-252@31030|CWE-252@31031|CWE-252@31032,False,,False,,19,99,99,28,gets|printline|exit|printline
BIN_2135868,31018,CWE-242,8,1,7,CWE-242@31013|CWE-242@31015|CWE-242@31016|CWE-242@31017|CWE-242@31019|CWE-242@31020|CWE-242@31021,False,,False,,24,90,90,25,gets|printline|exit|printline
BIN_2180896,47229,CWE-685,8,1,5,CWE-685@47225|CWE-685@47227|CWE-685@47228|CWE-685@47231|CWE-685@47232,False,,False,,20,75,75,20,sprintf|printline
BIN_2185151,56002,CWE-843,23,1,7,CWE-843@55997|CWE-843@55998|CWE-843@55999|CWE-843@56001|CWE-843@56004|CWE-843@56005|CWE-843@56006,True,CWE843_Type_Confusion__char_33|CWE843_Type_Confusion__char_3310entry_goodEv|CWE843_Type_Confusion__char_339entry_badEv|CWE843_Type_Confusion__char_33L20entry_go,False,,-1,-1,67,20,printintline
BIN_2203214,46439,CWE-675,31,1,8,CWE-675@46434|CWE-675@46435|CWE-675@46436|CWE-675@46438|CWE-675@46440|CWE-675@46442|CWE-675@46443|CWE-675@46444,False,,True,,19,91,91,25,globalreturnstrue|fopen|fclose|globalreturnstrue|fclose
BIN_2211287,32114,CWE-364,7,1,6,CWE-253@32109|CWE-364@32110|CWE-364@32111|CWE-364@32113|CWE-364@32116|CWE-364@32118|CWE-364@32119,True,CWE364_Signal_Handler_Race_Condition__basic_05StructSigAtomicBad|CWE364_Signal_Handler_Race_Condition__basic_05StructSigAtomicGood,False,,49,203,203,43,signal|free|malloc|exit|signal|free
BIN_2223041,41576,CWE-479,10,1,5,CWE-479@41572|CWE-479@41573|CWE-479@41575|CWE-479@41579|CWE-479@41580,False,,True,,48,45,45,14,signal
BIN_2266130,56046,CWE-843,23,2,2,CWE-843@56041|CWE-843@56044,True,CWE843_Type_Confusion__short_45_badData|CWE843_Type_Confusion__short_45_goodG2BData,False,,28,53,53,14,badsink
BIN_2276936,39453,CWE-426,45,2,3,CWE-426@39449|CWE-426@39451|CWE-426@39458,False,,False,,42,334,334,54,wcscpy
BIN_2280047,35269,CWE-396,25,1,9,CWE-396@35264|CWE-396@35265|CWE-396@35266|CWE-396@35267|CWE-396@35268|CWE-396@35270|CWE-396@35271|CWE-396@35273|CWE-396@35274,True,CWE396_Catch_Generic_Exception__exception_16|CWE396_Catch_Generic_Exception__exception_1610entry_goodEv|CWE396_Catch_Generic_Exception__exception_169entry_badEv,True,,-1,-1,306,87,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume
BIN_2280331,46576,CWE-676,9,1,3,CWE-676@46574|CWE-676@46575|CWE-676@46581,True,CWE676_Use_of_Potentially_Dangerous_Function__basic_04|CWE676_Use_of_Potentially_Dangerous_Function__basic_0410entry_goodEv|CWE676_Use_of_Potentially_Dangerous_,True,,-1,-1,50,15,.text$_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|printline
BIN_2298632,41054,CWE-467,20,1,8,CWE-467@41049|CWE-467@41050|CWE-467@41051|CWE-467@41052|CWE-467@41055|CWE-467@41056|CWE-467@41057|CWE-467@41059,False,,True,,17,104,104,29,malloc|exit|printhexcharline|free
BIN_2302511,28218,CWE-196,11,1,5,CWE-196@28214|CWE-196@28215|CWE-196@28217|CWE-196@28219|CWE-196@28220,False,,True,,17,67,67,23,rand|rand|printintline
BIN_2313385,39504,CWE-426,45,1,6,CWE-426@39499|CWE-426@39501|CWE-426@39503|CWE-426@39505|CWE-426@39507|CWE-426@39508,True,CWE426_Untrusted_Search_Path__wchar_t_system_34_unionType,False,,46,314,314,53,wcscpy|printline|exit
BIN_2324328,41193,CWE-475,18,2,5,CWE-475@41189|CWE-475@41190|CWE-475@41191|CWE-475@41197|CWE-475@41198,False,,False,,24,338,338,51,wcscpy|memcpy|printwline
BIN_2338043,52962,CWE-773,20,3,3,CWE-773@52957|CWE-773@52958|CWE-773@52959,True,CWE773_Missing_Reference_to_Active_File_Descriptor_or_Handle__open_45_badData|CWE773_Missing_Reference_to_Active_File_Descriptor_or_Handle__open_45_goodB2GData,False,,42,69,69,18,badsink
BIN_2401128,46276,CWE-666,34,1,6,CWE-666@46272|CWE-666@46273|CWE-666@46275|CWE-666@46278|CWE-666@46279|CWE-666@46280,False,,False,,47,758,758,150,strlen|memset|strchr|strchr|printline
BIN_2407650,47193,CWE-681,19,1,10,CWE-681@47188|CWE-681@47189|CWE-681@47190|CWE-681@47191|CWE-681@47192|CWE-681@47194|CWE-681@47195|CWE-681@47196|CWE-681@47197|CWE-681@47198,False,,True,,19,153,153,37,fgets|atof|printline|printintline
BIN_2487254,46500,CWE-675,31,1,6,CWE-675@46495|CWE-675@46497|CWE-675@46498|CWE-675@46501|CWE-675@46504|CWE-675@46505,True,CWE675_Duplicate_Operations_on_Resource__freopen_34_unionType,False,,25,109,109,28,freopen|fclose|fclose
BIN_2520371,35221,CWE-391,25,2,3,CWE-391@35217|CWE-391@35218|CWE-391@35223,False,,False,,25,94,94,24,wcstombs|printunsignedline|printline
BIN_2529269,32112,CWE-364,7,1,4,CWE-253@32107|CWE-253@32108|CWE-253@32109|CWE-364@32110|CWE-364@32111|CWE-364@32113|CWE-364@32116,True,CWE364_Signal_Handler_Race_Condition__basic_03StructSigAtomicBad|CWE364_Signal_Handler_Race_Condition__basic_03StructSigAtomicGood,True,,43,189,189,40,signal|free|malloc|exit|signal|free
BIN_2540954,41730,CWE-510,17,1,4,CWE-510@41727|CWE-510@41728|CWE-510@41729|CWE-510@41731,False,,True,,44,687,687,143,memset|strcmp|printline
BIN_2570932,18981,CWE-188,21,1,4,CWE-188@18976|CWE-188@18982|CWE-188@18983|CWE-188@18986,False,,False,,22,52,52,17,printintline
BIN_2581906,46381,CWE-672,8,1,6,CWE-672@46380|CWE-672@46382|CWE-672@46383|CWE-672@46384|CWE-672@46385|CWE-672@46386,True,CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02|CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_0210entry_goodEv|CWE672,True,,-1,-1,332,86,.text$_znst7__cxx114listiisaiieec1ev|_znst7__cxx114listiisaiieec1ev|.text$_znst7__cxx114listiisaiiee9push_backeoi|_znst7__cxx114listiisaiiee9push_backeoi|.text$_znst7__cxx114listiisaiiee9push_backeoi|_znst7__cxx114listiisaiiee9push_backeoi|.text$_znst14_list_iteratoriiec1ev|_znst14_list_iteratoriiec1ev|_zstlsist11char_traitsiceerst13basic_ostreamict_es5_pkc|.text$_znst7__cxx114listiisaiiee5beginev|_znst7__cxx114listiisaiiee5beginev|.text$_znkst14_list_iteratoriiedeev|_znkst14_list_iteratoriiedeev|.text$_znst7__cxx114listiisaiiee5clearev|_znst7__cxx114listiisaiiee5clearev|_zstlsist11char_traitsiceerst13basic_ostreamict_es5_pkc|.text$_znkst14_list_iteratoriiedeev|_znkst14_list_iteratoriiedeev|_znsolsei|.text$_znst14_list_iteratoriieppei|_znst14_list_iteratoriieppei|.text$_znst7__cxx114listiisaiiee3endev|_znst7__cxx114listiisaiiee3endev|.text$_zstnerkst14_list_iteratoriies2_|_zstnerkst14_list_iteratoriies2_|_znsolsepfrsos_e|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|_unwind_resume
BIN_2624467,41897,CWE-546,35,1,6,CWE-546@41893|CWE-546@41895|CWE-546@41898|CWE-546@41899|CWE-546@41901|CWE-546@41902,False,,True,,23,39,39,13,printline
BIN_2626528,35100,CWE-390,34,1,8,CWE-390@35095|CWE-390@35098|CWE-390@35099|CWE-390@35101|CWE-390@35102|CWE-390@35103|CWE-390@35104|CWE-390@35105,True,CWE390_Error_Without_Action__empty_catch_09|CWE390_Error_Without_Action__empty_catch_0910entry_goodEv|CWE390_Error_Without_Action__empty_catch_099entry_badEv|CW,True,,-1,-1,276,81,.text$_znst7__cxx1112basic_stringicst11char_traitsicesaiceec1is3_eepkcrks3_|_znst7__cxx1112basic_stringicst11char_traitsicesaiceec1is3_eepkcrks3_|.text$_znst15__new_allocatoriced2ev|_znst15__new_allocatoriced2ev|rand|rand|.text$_znkst7__cxx1112basic_stringicst11char_traitsicesaicee6substreyy|_znkst7__cxx1112basic_stringicst11char_traitsicesaicee6substreyy|.text$_znkst7__cxx1112basic_stringicst11char_traitsicesaicee5c_strev|_znkst7__cxx1112basic_stringicst11char_traitsicesaicee5c_strev|printline|.text$_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|.text$_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|.text$_znst15__new_allocatoriced2ev|_znst15__new_allocatoriced2ev|.text$_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|.text$_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|_znst7__cxx1112basic_stringicst11char_traitsicesaiceed1ev|_unwind_resume|__cxa_begin_catch|__cxa_end_catch
BIN_2673825,46340,CWE-666,34,1,6,CWE-666@46335|CWE-666@46338|CWE-666@46339|CWE-666@46341|CWE-666@46342|CWE-666@46343,False,,True,,41,745,745,148,strlen|memset|strchr|strchr|printline
BIN_2693713,42494,CWE-571,8,1,4,CWE-571@42491|CWE-571@42493|CWE-571@42495|CWE-571@42496|CWE-587@42498,False,,False,,10,67,67,18,strcmp|printline
BIN_2696868,42474,CWE-570,6,1,6,CWE-570@42469|CWE-570@42470|CWE-570@42473|CWE-570@42475|CWE-570@42476|CWE-570@42477,False,,False,,12,40,40,13,printline
BIN_2710881,41799,CWE-511,27,1,4,CWE-511@41795|CWE-511@41798|CWE-511@41800|CWE-511@41804,False,,True,,26,70,70,20,
BIN_2728071,41184,CWE-475,18,1,5,CWE-475@41179|CWE-475@41180|CWE-475@41181|CWE-475@41185|CWE-475@41189,False,,False,,19,234,234,42,memcpy|printline
BIN_2798054,39482,CWE-426,45,1,4,CWE-426@39481|CWE-426@39483|CWE-426@39485|CWE-426@39487,False,,True,,40,326,326,49,wcscpy|printline|exit
BIN_2804695,10940,CWE-123,43,2,3,CWE-123@10936|CWE-123@10937|CWE-123@10942,True,CWE123_Write_What_Where_Condition__fgets_43|CWE123_Write_What_Where_Condition__fgets_4310entry_goodEv|CWE123_Write_What_Where_Condition__fgets_439entry_badEv|CW,False,,-1,-1,132,32,_zn43cwe123_write_what_where_condition__fgets_43l9badsourceer10_badstruct
BIN_2836782,35176,CWE-390,34,1,4,CWE-390@35171|CWE-390@35172|CWE-390@35177|CWE-390@35178,False,,True,,20,93,93,24,sqrt|printdoubleline
BIN_2861522,46573,CWE-676,9,1,2,CWE-676@46574|CWE-676@46575,True,CWE676_Use_of_Potentially_Dangerous_Function__basic_01|CWE676_Use_of_Potentially_Dangerous_Function__basic_0110entry_goodEv|CWE676_Use_of_Potentially_Dangerous_,True,,-1,-1,50,15,.text$_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|printline
BIN_2879242,41581,CWE-479,10,1,3,CWE-479@41579|CWE-479@41580|CWE-479@41582,False,,False,,43,44,44,14,globalreturnstrue|signal
BIN_2897245,35219,CWE-391,25,1,4,CWE-391@35215|CWE-391@35217|CWE-391@35218|CWE-391@35223,False,,True,,19,85,85,21,wcstombs|printunsignedline|printline
BIN_2910543,41868,CWE-546,35,1,8,CWE-546@41863|CWE-546@41864|CWE-546@41866|CWE-546@41867|CWE-546@41869|CWE-546@41871|CWE-546@41872|CWE-546@41873,False,,False,,17,39,39,13,globalreturnstrue|printline
BIN_2944726,41853,CWE-526,9,1,5,CWE-526@41849|CWE-526@41851|CWE-526@41854|CWE-526@41855|CWE-526@41856|CWE-546@41858,False,,False,,17,52,52,16,getenv|printline
BIN_2949404,41734,CWE-510,17,3,4,CWE-510@41729|CWE-510@41731|CWE-510@41737|CWE-510@41739,False,,False,,38,623,623,130,memset|strcmp|printline
BIN_2976060,41560,CWE-478,6,1,7,CWE-478@41555|CWE-478@41556|CWE-478@41557|CWE-478@41559|CWE-478@41562|CWE-478@41563|CWE-478@41564,False,,True,,30,131,131,41,staticreturnstrue|rand|printline
BIN_2989244,10939,CWE-123,43,2,3,CWE-123@10936|CWE-123@10937|CWE-123@10942,False,,False,,42,168,168,41,badsource
BIN_3033593,41819,CWE-511,27,1,4,CWE-511@41815|CWE-511@41816|CWE-511@41820|CWE-511@41822,False,,False,,26,64,64,19,_time64|srand|rand
BIN_3036796,41596,CWE-480,9,1,5,CWE-480@41591|CWE-480@41594|CWE-480@41597|CWE-480@41598|CWE-480@41599,False,,True,,59,20,20,8,staticreturnstrue
BIN_3066914,41019,CWE-464,10,1,4,CWE-464@41017|CWE-464@41018|CWE-464@41020|CWE-464@41021,False,,False,,31,64,64,20,badsource|printline
BIN_3074281,41907,CWE-546,35,1,6,CWE-546@41902|CWE-546@41904|CWE-546@41906|CWE-546@41908|CWE-546@41910|CWE-546@41912,False,,True,,17,44,44,14,printline
BIN_3115795,35272,CWE-396,25,1,8,CWE-396@35267|CWE-396@35268|CWE-396@35270|CWE-396@35271|CWE-396@35273|CWE-396@35274|CWE-396@35275|CWE-396@35276,True,CWE396_Catch_Generic_Exception__exception_and_domain_error_01|CWE396_Catch_Generic_Exception__exception_and_domain_error_0110entry_goodEv|CWE396_Catch_Generic_E,True,,-1,-1,368,102,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume
BIN_3124360,28227,CWE-196,11,1,1,CWE-196@28226|CWE-197@28228|CWE-197@28231|CWE-197@28232,False,,False,,17,55,55,20,rand|rand|printintline
BIN_3143774,18984,CWE-188,21,1,5,CWE-188@18982|CWE-188@18983|CWE-188@18986|CWE-188@18988|CWE-188@18989,False,,False,,17,55,55,18,printintline
BIN_3152461,52900,CWE-773,20,1,7,CWE-773@52895|CWE-773@52896|CWE-773@52897|CWE-773@52898|CWE-773@52901|CWE-773@52902|CWE-773@52903,False,,True,,18,95,95,24,fopen|fopen|fclose
BIN_3180210,41577,CWE-479,10,2,6,CWE-479@41572|CWE-479@41573|CWE-479@41575|CWE-479@41579|CWE-479@41580|CWE-479@41582,False,,False,,48,46,46,14,signal
BIN_3198988,52936,CWE-773,20,1,5,CWE-773@52934|CWE-773@52935|CWE-773@52937|CWE-773@52939|CWE-773@52940,False,,True,,27,108,108,28,
BIN_3207593,41726,CWE-510,17,1,8,CWE-510@41721|CWE-510@41722|CWE-510@41723|CWE-510@41724|CWE-510@41727|CWE-510@41728|CWE-510@41729|CWE-510@41731,False,,True,,44,699,699,145,globalreturnstrue|memset|strcmp|printline
BIN_3211215,35261,CWE-396,25,1,6,CWE-396@35258|CWE-396@35262|CWE-396@35263|CWE-396@35264|CWE-396@35265|CWE-396@35266,True,CWE396_Catch_Generic_Exception__exception_08|CWE396_Catch_Generic_Exception__exception_0810entry_goodEv|CWE396_Catch_Generic_Exception__exception_089entry_badEv,True,,-1,-1,323,91,_zl17staticreturnstruev|rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume
BIN_3216919,46489,CWE-675,31,1,7,CWE-675@46484|CWE-675@46485|CWE-675@46487|CWE-675@46490|CWE-675@46491|CWE-675@46492|CWE-675@46494,False,,True,,19,121,121,32,freopen|fclose|fclose
