binary_id,source_id_num,label,cwe_id,key_body_hex,ins_preview,key_type,pred,support,purity,counts,key_loo_acc,key_loo_wrong,key_ins_full,key_op_full,key_ins_tail36,key_ins_tail30,key_ins_tail24,key_ins_tail18,key_marker_tail,key_callseq,key_len_ins_calls
BIN_1189246,1713,1,CWE-121,,"push:rbp sub:rsp,N lea:rbp,[rsp+N] lea:rax,[rbp+N] mov:qwordptr_[rbp+N],rax mov:rax,qwordptr_[rbp+N] mov:byteptr_[rax],0 mov:rax,qwordptr_[rbp+N] mov:qwordptr_[rbp+N],rax mov:rax,qwordptr_[rbp+N] mov:qwordptr_[rbp+N],rax lea:rax,[rbp-N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:byteptr_[rbp+3],0 lea:rdx,[rbp-N] mov:rax,qwordptr_[rbp+N] mov:r8d,N mov:rcx,rax call:N mov:rax,qwordptr_[rbp+N] add:rax,N mov:byteptr_[rax],0 mov:rax,qwordptr_[rbp+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_ins_tail24,CWE-124,4,1.0,{'CWE-124': 4},0.9919796954314721,79,,,,,7b57b1b969f21258,,,,
BIN_1191101,11705,1,CWE-124,,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],0 call:N test:eax,eax je:N mov:ecx,N call:N mov:qwordptr_[rbp-N],rax cmp:qwordptr_[rbp-N],0 jne:N mov:ecx,N call:N mov:rax,qwordptr_[rbp-N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:rax,qwordptr_[rbp-N] add:rax,N mov:byteptr_[rax],0 mov:rax,qwordptr_[rbp-N] sub:rax,8 mov:qwordptr_[rbp-8],rax lea:rax,[rbp-N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:byteptr_[rbp-N],0 lea:rdx,[rbp-N] mov:rax,qwordptr_[rbp-8] mov:rcx,rax call:N mov:rax,qwordptr_[rbp-8] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-122,2,1.0,{'CWE-122': 2},0.9334157541504768,377,,,,,,,,,170|42|7|2
BIN_1231705,13864,1,CWE-126,,"push:rbp sub:rsp,N lea:rbp,[rsp+N] mov:qwordptr_[rbp+N],0 lea:rax,[rbp+N] mov:rcx,rax call:N lea:rax,[rbp-N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:wordptr_[rbp+N],0 lea:rax,[rbp-N] mov:rcx,rax call:N mov:qwordptr_[rbp+N],rax mov:qwordptr_[rbp+N],0 jmp:N mov:rax,qwordptr_[rbp+N] mov:rdx,qwordptr_[rbp+N] add:rdx,rdx add:rax,rdx movzx:edx,wordptr_[rax] mov:rax,qwordptr_[rbp+N] mov:wordptr_[rbp+rax*2-N],dx add:qwordptr_[rbp+N],1 mov:rax,qwordptr_[rbp+N] cmp:rax,qwordptr_[rbp+N] jb:N mov:wordptr_[rbp+N],0 lea:rax,[rbp-N] mov:rcx,rax call:N mov:rax,qwordptr_[rbp+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_marker_tail,CWE-127,169,1.0,{'CWE-127': 169},0.9945901446548278,46,,,,,,,60f1c9c3a7e2fc7b,,
BIN_1232719,44635,1,CWE-590,,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],0 lea:rax,[rip+N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:byteptr_[rip+N],0 lea:rax,[rip+N] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:rcx,rax call:N mov:rax,qwordptr_[rbp-8] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-126,4,1.0,{'CWE-126': 4},0.9334157541504768,377,,,,,,,,,91|22|3|0
BIN_1345675,39455,1,CWE-426,,"push:rbp sub:rsp,N lea:rbp,[rsp+N] lea:rax,[rbp+N] mov:qwordptr_[rbp+N],rax mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-8],0 mov:qwordptr_[rbp],0 mov:qwordptr_[rbp+8],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 mov:qwordptr_[rbp+N],0 lea:rax,[rbp-N] mov:qwordptr_[rbp+N],rax mov:rax,qwordptr_[rbp+N] lea:rdx,[rip+N] mov:rcx,rax call:N mov:rax,qwordptr_[rbp+N] mov:rax,qwordptr_[rax] mov:qwordptr_[rbp+N],rax lea:rdx,[rip+N] mov:rax,qwordptr_[rbp+N] mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov:qwordptr_[rbp+N],rax cmp:qwordptr_[rbp+N],0 je:N mov:rax,qwordptr_[rbp+N] mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax nop: add:rsp,N pop:rbp ret:",key_ins_tail18,CWE-078,11,1.0,{'CWE-078': 11},0.9933922671667114,74,,,,,,a2873907095112ee,,,
BIN_1352800,43977,1,CWE-590,,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],0 mov:dwordptr_[rbp-N],5 lea:rax,[rbp-N] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-775,3,1.0,{'CWE-775': 3},0.9334157541504768,377,,,,,,,,,50|14|1|0
BIN_1387584,13107,1,CWE-126,,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],N mov:qwordptr_[rbp-N],0 mov:qwordptr_[rbp-N],0 mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rdx,rax lea:rax,[rbp-N] mov:r8,rdx mov:edx,N mov:rcx,rax call:N test:rax,rax je:N lea:rax,[rbp-N] mov:rcx,rax call:N mov:dwordptr_[rbp-4],eax jmp:N lea:rax,[rip+N] mov:rcx,rax call:N pxor:xmm0,xmm0 movaps:xmmwordptr_[rbp-N],xmm0 movaps:xmmwordptr_[rbp-N],xmm0 movq:qwordptr_[rbp-N],xmm0 cmp:dwordptr_[rbp-4],0 js:N mov:eax,dwordptr_[rbp-4] cdqe: mov:eax,dwordptr_[rbp+rax*4-N] mov:ecx,eax call:N jmp:N lea:rax,[rip+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-127,3,1.0,{'CWE-127': 3},0.9334157541504768,377,,,,,,,,,168|44|6|4
BIN_1440075,52951,1,CWE-773,,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],N lea:rax,[rip+N] mov:r8d,N mov:edx,N mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov:dwordptr_[rbp-4],eax nop: lea:rax,[rip+N] mov:r8d,N mov:edx,N mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov:dwordptr_[rbp-4],eax cmp:dwordptr_[rbp-4],-1 je:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax mov:rax,qwordptr_[rip+N] call:rax nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-121,2,1.0,{'CWE-121': 2},0.9334157541504768,377,,,,,,,,,109|29|3|1
BIN_1442550,11457,1,CWE-124,,"push:rbp sub:rsp,N lea:rbp,[rsp+N] lea:rax,[rbp+N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:byteptr_[rbp+N],0 lea:rax,[rbp+N] sub:rax,8 mov:qwordptr_[rbp+N],rax nop: lea:rax,[rbp-N] mov:r8d,N mov:edx,N mov:rcx,rax call:N mov:byteptr_[rbp+3],0 mov:qwordptr_[rbp+N],0 jmp:N mov:rdx,qwordptr_[rbp+N] mov:rax,qwordptr_[rbp+N] add:rdx,rax lea:rcx,[rbp-N] mov:rax,qwordptr_[rbp+N] add:rax,rcx movzx:eax,byteptr_[rax] mov:byteptr_[rdx],al add:qwordptr_[rbp+N],1 cmp:qwordptr_[rbp+N],N jbe:N mov:rax,qwordptr_[rbp+N] add:rax,N mov:byteptr_[rax],0 mov:rax,qwordptr_[rbp+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_ins_tail30,CWE-121,2,1.0,{'CWE-121': 2},0.9905738187816661,80,,,,9da8206ba5c8d7e4,,,,,
BIN_1455949,41852,1,CWE-526,,"push:rbp mov:rbp,rsp sub:rsp,N mov:rax,qwordptr_[rip+N] mov:eax,dwordptr_[rax] cmp:eax,5 jne:N lea:rax,[rip+N] mov:rcx,rax call:N mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-252,3,1.0,{'CWE-252': 3},0.9334157541504768,377,,,,,,,,,52|16|2|1
BIN_1470790,25118,1,CWE-191,,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-8],0 call:N test:eax,eax je:N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax lea:rdx,[rbp-8] lea:rax,[rip+N] mov:r8,rdx mov:rdx,rax call:N call:N test:eax,eax je:N mov:eax,dwordptr_[rbp-8] sub:eax,1 mov:dwordptr_[rbp-8],eax mov:eax,dwordptr_[rbp-8] mov:dwordptr_[rbp-4],eax mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:",key_callseq,CWE-190,2,1.0,{'CWE-190': 2},0.9922970071978785,61,,,,,,,,globalreturnstrue|fscanf|globalreturnstrue|printunsignedline,
BIN_1480478,19525,1,CWE-190,,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-N],0 mov:eax,1 test:eax,eax je:N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax lea:rdx,[rbp-N] lea:rax,[rip+N] mov:r8,rdx mov:rdx,rax call:N mov:eax,1 test:eax,eax je:N mov:rdx,qwordptr_[rbp-N] mov:rax,qwordptr_[rbp-N] imul:rax,rdx mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:",key_len_ins_calls,CWE-590,2,1.0,{'CWE-590': 2},0.9334157541504768,377,,,,,,,,,108|30|3|2
