binary_id,kind,embedded_label,submission_label,diff
BIN_1062334,wrapper,0,0,False
BIN_1063034,wrapper,0,0,False
BIN_1064481,wrapper,0,0,False
BIN_1065634,injected,1,1,False
BIN_1065648,injected,1,1,False
BIN_1066506,wrapper,1,1,False
BIN_1066823,wrapper,0,0,False
BIN_1067136,wrapper,1,1,False
BIN_1068034,injected,0,0,False
BIN_1068651,wrapper,1,1,False
BIN_1069689,injected,1,1,False
BIN_1069973,wrapper,0,0,False
BIN_1070083,injected,1,1,False
BIN_1070445,wrapper,1,1,False
BIN_1070685,wrapper,0,0,False
BIN_1071051,injected,1,1,False
BIN_1071601,wrapper,1,1,False
BIN_1071906,injected,0,0,False
BIN_1073520,injected,1,1,False
BIN_1074512,wrapper,0,0,False
BIN_1075573,injected,1,1,False
BIN_1076324,wrapper,0,0,False
BIN_1076338,wrapper,1,1,False
BIN_1076448,injected,1,1,False
BIN_1077003,wrapper,1,1,False
BIN_1077023,wrapper,1,1,False
BIN_1078178,injected,1,1,False
BIN_1078223,wrapper,0,0,False
BIN_1078728,injected,0,0,False
BIN_1079242,wrapper,0,0,False
BIN_1079492,wrapper,1,1,False
BIN_1080980,wrapper,1,1,False
BIN_1081147,wrapper,0,0,False
BIN_1082177,wrapper,1,1,False
BIN_1082308,injected,0,0,False
BIN_1084248,wrapper,0,0,False
BIN_1084823,injected,0,0,False
BIN_1086222,wrapper,0,0,False
BIN_1086270,injected,1,1,False
BIN_1087507,wrapper,0,0,False
BIN_1087917,wrapper,1,1,False
BIN_1088073,wrapper,0,0,False
BIN_1088464,wrapper,0,0,False
BIN_1090424,wrapper,0,0,False
BIN_1092505,wrapper,0,0,False
BIN_1093652,injected,1,1,False
BIN_1093805,wrapper,1,1,False
BIN_1094186,wrapper,0,0,False
BIN_1094249,wrapper,1,1,False
BIN_1094428,wrapper,0,0,False
BIN_1094598,wrapper,1,1,False
BIN_1094747,wrapper,0,0,False
BIN_1094848,wrapper,1,1,False
BIN_1094967,wrapper,1,1,False
BIN_1095850,wrapper,1,1,False
BIN_1097507,wrapper,1,1,False
BIN_1097966,wrapper,0,0,False
BIN_1098375,wrapper,1,1,False
BIN_1098561,wrapper,1,1,False
BIN_1098633,wrapper,1,1,False
BIN_1098653,wrapper,0,0,False
BIN_1099174,wrapper,0,0,False
BIN_1100040,wrapper,1,1,False
BIN_1100973,wrapper,1,1,False
BIN_1102357,wrapper,0,0,False
BIN_1103083,wrapper,1,1,False
BIN_1103149,wrapper,0,0,False
BIN_1103242,wrapper,1,1,False
BIN_1103265,injected,1,1,False
BIN_1103367,wrapper,0,0,False
BIN_1104986,wrapper,0,0,False
BIN_1105298,injected,1,1,False
BIN_1105346,wrapper,0,0,False
BIN_1105442,wrapper,1,1,False
BIN_1105650,injected,1,1,False
BIN_1105951,wrapper,1,1,False
BIN_1106609,wrapper,0,0,False
BIN_1106795,wrapper,1,1,False
BIN_1106965,injected,1,1,False
BIN_1107853,injected,0,0,False
BIN_1108393,wrapper,1,1,False
BIN_1108457,wrapper,1,1,False
BIN_1108480,wrapper,1,1,False
BIN_1109819,injected,1,1,False
BIN_1110303,wrapper,0,0,False
BIN_1110344,wrapper,0,0,False
BIN_1110912,wrapper,0,0,False
BIN_1111592,wrapper,1,1,False
BIN_1113220,wrapper,1,1,False
BIN_1113393,wrapper,1,1,False
BIN_1114206,wrapper,0,0,False
BIN_1114431,wrapper,1,1,False
BIN_1115713,injected,1,1,False
BIN_1116252,injected,1,1,False
BIN_1116613,wrapper,0,0,False
BIN_1119334,injected,1,1,False
BIN_1119680,wrapper,0,0,False
BIN_1119943,injected,1,1,False
BIN_1120854,wrapper,0,0,False
BIN_1120936,wrapper,0,0,False
BIN_1121358,wrapper,0,0,False
BIN_1122859,injected,1,1,False
BIN_1123000,wrapper,1,1,False
BIN_1124071,wrapper,1,1,False
BIN_1124498,injected,0,0,False
BIN_1124521,wrapper,0,0,False
BIN_1125085,injected,0,0,False
BIN_1125206,wrapper,0,0,False
BIN_1125275,wrapper,1,1,False
BIN_1125390,wrapper,1,1,False
BIN_1125447,wrapper,1,1,False
BIN_1125745,wrapper,0,0,False
BIN_1126357,wrapper,0,0,False
BIN_1127912,injected,1,1,False
BIN_1128289,wrapper,0,0,False
BIN_1128568,injected,1,1,False
BIN_1128611,wrapper,1,1,False
BIN_1129790,wrapper,0,0,False
BIN_1130000,injected,1,1,False
BIN_1130222,injected,0,0,False
BIN_1130393,wrapper,0,0,False
BIN_1130441,injected,0,0,False
BIN_1130547,wrapper,1,1,False
BIN_1131801,injected,1,1,False
BIN_1131828,wrapper,1,1,False
BIN_1132345,wrapper,0,0,False
BIN_1133138,wrapper,1,1,False
BIN_1134349,wrapper,1,1,False
BIN_1135216,wrapper,0,0,False
BIN_1135391,wrapper,0,0,False
BIN_1135450,wrapper,0,0,False
BIN_1136132,injected,0,0,False
BIN_1136725,injected,0,0,False
BIN_1136887,wrapper,1,1,False
BIN_1138422,wrapper,1,1,False
BIN_1138953,wrapper,0,0,False
BIN_1139386,wrapper,0,0,False
BIN_1139586,injected,1,1,False
BIN_1139786,wrapper,0,0,False
BIN_1141539,injected,1,1,False
BIN_1142341,wrapper,0,0,False
BIN_1142371,wrapper,0,0,False
BIN_1143093,wrapper,1,1,False
BIN_1143512,wrapper,0,0,False
BIN_1143549,wrapper,0,0,False
BIN_1143746,injected,1,1,False
BIN_1143858,wrapper,0,0,False
BIN_1144167,injected,1,1,False
BIN_1144409,wrapper,1,1,False
BIN_1145274,wrapper,0,0,False
BIN_1146280,wrapper,1,1,False
BIN_1146519,wrapper,0,0,False
BIN_1146999,wrapper,1,1,False
BIN_1147249,wrapper,0,0,False
BIN_1147324,injected,0,0,False
BIN_1147405,wrapper,1,1,False
BIN_1148986,injected,0,0,False
BIN_1149665,injected,0,0,False
BIN_1149984,injected,1,1,False
BIN_1150125,wrapper,0,0,False
BIN_1150247,wrapper,1,1,False
BIN_1150507,injected,1,1,False
BIN_1150887,wrapper,0,0,False
BIN_1150986,wrapper,1,1,False
BIN_1151057,wrapper,1,1,False
BIN_1152388,wrapper,1,1,False
BIN_1152459,wrapper,1,1,False
BIN_1152578,wrapper,0,0,False
BIN_1153300,wrapper,0,0,False
BIN_1153718,injected,0,0,False
BIN_1154082,injected,1,1,False
BIN_1154235,injected,1,1,False
BIN_1154520,injected,1,1,False
BIN_1154688,wrapper,1,1,False
BIN_1155510,wrapper,1,1,False
BIN_1156603,wrapper,1,1,False
BIN_1156718,wrapper,0,0,False
BIN_1158870,injected,0,0,False
BIN_1159318,wrapper,1,1,False
BIN_1159679,injected,0,0,False
BIN_1163620,injected,1,1,False
BIN_1165241,injected,1,1,False
BIN_1165272,wrapper,1,1,False
BIN_1165298,wrapper,0,0,False
BIN_1165627,wrapper,1,1,False
BIN_1165693,wrapper,1,1,False
BIN_1166904,wrapper,1,1,False
BIN_1166916,injected,0,0,False
BIN_1166984,injected,0,0,False
BIN_1168013,injected,0,0,False
BIN_1168331,wrapper,0,0,False
BIN_1168672,wrapper,0,0,False
BIN_1169000,wrapper,0,0,False
BIN_1169368,injected,0,0,False
BIN_1169395,injected,1,1,False
BIN_1169505,wrapper,0,0,False
BIN_1169954,wrapper,0,0,False
BIN_1170038,injected,1,1,False
BIN_1170097,injected,0,0,False
BIN_1171041,wrapper,1,1,False
BIN_1172454,wrapper,0,0,False
BIN_1172763,wrapper,0,0,False
BIN_1174962,injected,0,0,False
BIN_1175831,wrapper,0,0,False
BIN_1176535,wrapper,1,1,False
BIN_1176637,wrapper,0,0,False
BIN_1177583,injected,0,0,False
BIN_1177863,wrapper,1,1,False
BIN_1177997,wrapper,0,0,False
BIN_1178216,injected,1,1,False
BIN_1178590,injected,1,1,False
BIN_1179930,injected,1,1,False
BIN_1180782,wrapper,1,1,False
BIN_1183420,injected,1,1,False
BIN_1184581,injected,0,0,False
BIN_1185637,injected,0,0,False
BIN_1185876,injected,0,0,False
BIN_1186022,wrapper,1,1,False
BIN_1186617,injected,0,0,False
BIN_1186799,injected,0,0,False
BIN_1186822,injected,0,0,False
BIN_1186888,wrapper,1,1,False
BIN_1187008,injected,0,0,False
BIN_1187259,injected,1,1,False
BIN_1187499,wrapper,0,0,False
BIN_1187537,wrapper,1,1,False
BIN_1189246,wrapper,1,1,False
BIN_1189309,wrapper,0,0,False
BIN_1190637,wrapper,1,1,False
BIN_1190696,injected,1,1,False
BIN_1191101,wrapper,1,1,False
BIN_1191869,wrapper,0,0,False
BIN_1191888,wrapper,0,0,False
BIN_1192236,injected,0,0,False
BIN_1192329,wrapper,1,1,False
BIN_1192885,injected,0,0,False
BIN_1194971,wrapper,0,0,False
BIN_1195677,wrapper,1,1,False
BIN_1196116,wrapper,0,0,False
BIN_1196554,wrapper,0,0,False
BIN_1196913,wrapper,1,1,False
BIN_1198290,wrapper,0,0,False
BIN_1198691,injected,0,0,False
BIN_1198763,wrapper,0,0,False
BIN_1199177,wrapper,1,1,False
BIN_1199926,wrapper,1,1,False
BIN_1201027,injected,1,1,False
BIN_1201075,wrapper,1,1,False
BIN_1201805,wrapper,0,0,False
BIN_1202527,wrapper,0,0,False
BIN_1203105,wrapper,0,0,False
BIN_1205044,injected,0,0,False
BIN_1205251,injected,1,1,False
BIN_1205758,wrapper,0,0,False
BIN_1205825,wrapper,1,1,False
BIN_1205903,wrapper,0,0,False
BIN_1206203,injected,0,0,False
BIN_1206321,wrapper,0,0,False
BIN_1206477,injected,1,1,False
BIN_1206738,injected,1,1,False
BIN_1207082,wrapper,0,0,False
BIN_1207395,wrapper,0,0,False
BIN_1207438,wrapper,1,1,False
BIN_1208130,wrapper,1,1,False
BIN_1208219,wrapper,1,1,False
BIN_1208439,wrapper,0,0,False
BIN_1208558,wrapper,0,0,False
BIN_1208601,wrapper,0,0,False
BIN_1209342,injected,1,1,False
BIN_1209623,wrapper,0,0,False
BIN_1210640,wrapper,0,0,False
BIN_1211220,wrapper,1,1,False
BIN_1213213,wrapper,0,0,False
BIN_1213552,injected,1,1,False
BIN_1214134,wrapper,0,0,False
BIN_1215434,wrapper,0,0,False
BIN_1216103,wrapper,0,0,False
BIN_1217935,wrapper,1,1,False
BIN_1218468,injected,1,1,False
BIN_1220006,injected,0,0,False
BIN_1220926,wrapper,1,1,False
BIN_1220935,wrapper,0,0,False
BIN_1221165,injected,1,1,False
BIN_1222055,wrapper,1,1,False
BIN_1222591,wrapper,0,0,False
BIN_1224016,injected,1,1,False
BIN_1224176,injected,1,1,False
BIN_1224248,wrapper,1,1,False
BIN_1224625,wrapper,0,0,False
BIN_1224770,wrapper,1,1,False
BIN_1227283,wrapper,1,1,False
BIN_1227386,injected,1,1,False
BIN_1227598,wrapper,1,1,False
BIN_1227870,wrapper,0,0,False
BIN_1228050,wrapper,1,1,False
BIN_1228326,wrapper,1,1,False
BIN_1228717,injected,1,1,False
BIN_1229062,injected,1,1,False
BIN_1229612,wrapper,0,0,False
BIN_1229619,injected,1,1,False
BIN_1229924,wrapper,1,1,False
BIN_1230023,wrapper,1,1,False
BIN_1230115,injected,1,1,False
BIN_1230707,injected,0,0,False
BIN_1231517,wrapper,0,0,False
BIN_1232595,wrapper,1,1,False
BIN_1232692,wrapper,0,0,False
BIN_1233011,injected,0,0,False
BIN_1233029,injected,0,0,False
BIN_1234506,injected,0,0,False
BIN_1234674,wrapper,1,1,False
BIN_1235129,wrapper,0,0,False
BIN_1235146,wrapper,1,1,False
BIN_1235633,wrapper,0,0,False
BIN_1235789,wrapper,1,1,False
BIN_1236902,injected,1,1,False
BIN_1237415,wrapper,0,0,False
BIN_1237983,wrapper,0,0,False
BIN_1238311,wrapper,0,0,False
BIN_1238352,injected,1,1,False
BIN_1239622,wrapper,0,0,False
BIN_1240368,injected,1,1,False
BIN_1240868,injected,0,0,False
BIN_1241902,injected,1,1,False
BIN_1242110,injected,1,1,False
BIN_1242169,injected,1,1,False
BIN_1242584,wrapper,0,0,False
BIN_1243224,injected,0,0,False
BIN_1244027,injected,1,1,False
BIN_1244054,injected,1,1,False
BIN_1244558,wrapper,1,1,False
BIN_1244571,injected,1,1,False
BIN_1245253,wrapper,1,1,False
BIN_1245536,wrapper,0,0,False
BIN_1246237,injected,0,0,False
BIN_1248176,wrapper,1,1,False
BIN_1248412,wrapper,0,0,False
BIN_1248538,injected,0,0,False
BIN_1249927,wrapper,0,0,False
BIN_1250186,injected,0,0,False
BIN_1250646,injected,0,0,False
BIN_1250749,wrapper,0,0,False
BIN_1251670,injected,1,1,False
BIN_1254794,wrapper,1,1,False
BIN_1255162,wrapper,0,0,False
BIN_1255268,injected,1,1,False
BIN_1255276,wrapper,1,1,False
BIN_1255562,wrapper,0,0,False
BIN_1255639,wrapper,1,1,False
BIN_1256415,wrapper,0,0,False
BIN_1256443,injected,0,0,False
BIN_1256573,injected,0,0,False
BIN_1257388,wrapper,1,1,False
BIN_1258375,wrapper,0,0,False
BIN_1258632,wrapper,1,1,False
BIN_1259277,wrapper,0,0,False
BIN_1259461,wrapper,0,0,False
BIN_1260062,wrapper,1,1,False
BIN_1261133,wrapper,1,1,False
BIN_1261505,injected,0,0,False
BIN_1261782,wrapper,0,0,False
BIN_1262563,wrapper,1,1,False
BIN_1263826,injected,0,0,False
BIN_1264185,wrapper,1,1,False
BIN_1264926,wrapper,0,0,False
BIN_1266039,wrapper,0,0,False
BIN_1266724,wrapper,1,1,False
BIN_1267373,wrapper,1,1,False
BIN_1267800,injected,1,1,False
BIN_1269488,wrapper,1,1,False
BIN_1272016,wrapper,0,0,False
BIN_1272117,wrapper,1,1,False
BIN_1272386,wrapper,1,1,False
BIN_1272599,wrapper,0,0,False
BIN_1272779,injected,0,0,False
BIN_1273212,injected,0,0,False
BIN_1274540,wrapper,1,1,False
BIN_1275240,wrapper,0,0,False
BIN_1275831,injected,1,1,False
BIN_1275963,wrapper,0,0,False
BIN_1276189,injected,0,0,False
BIN_1276714,wrapper,0,0,False
BIN_1277032,wrapper,0,0,False
BIN_1277858,injected,1,1,False
BIN_1277937,wrapper,0,0,False
BIN_1278321,wrapper,1,1,False
BIN_1278830,injected,1,1,False
BIN_1279479,wrapper,0,0,False
BIN_1281327,wrapper,0,0,False
BIN_1281430,wrapper,1,1,False
BIN_1282463,wrapper,1,1,False
BIN_1282498,wrapper,0,0,False
BIN_1282514,wrapper,1,1,False
BIN_1282723,wrapper,0,0,False
BIN_1284794,wrapper,0,0,False
BIN_1285780,injected,1,1,False
BIN_1286503,wrapper,0,0,False
BIN_1286871,injected,1,1,False
BIN_1287386,wrapper,1,1,False
BIN_1288237,injected,1,1,False
BIN_1288419,wrapper,1,1,False
BIN_1289129,wrapper,1,1,False
BIN_1290145,wrapper,0,0,False
BIN_1291185,wrapper,0,0,False
BIN_1291992,injected,1,1,False
BIN_1292274,wrapper,1,1,False
BIN_1292277,injected,1,1,False
BIN_1292902,wrapper,0,0,False
BIN_1293117,wrapper,0,0,False
BIN_1293321,injected,1,1,False
BIN_1294307,wrapper,1,1,False
BIN_1294426,wrapper,0,0,False
BIN_1294562,wrapper,1,1,False
BIN_1294642,wrapper,0,0,False
BIN_1295092,wrapper,0,0,False
BIN_1296318,injected,0,0,False
BIN_1296462,injected,1,1,False
BIN_1296503,injected,0,0,False
BIN_1297213,injected,0,0,False
BIN_1297239,wrapper,0,0,False
BIN_1297323,wrapper,0,0,False
BIN_1297459,wrapper,1,1,False
BIN_1298046,wrapper,1,1,False
BIN_1298305,injected,0,0,False
BIN_1298507,wrapper,1,1,False
BIN_1298603,wrapper,1,1,False
BIN_1301660,injected,1,1,False
BIN_1303198,wrapper,0,0,False
BIN_1303456,wrapper,1,1,False
BIN_1303616,wrapper,1,1,False
BIN_1303892,injected,0,0,False
BIN_1304447,injected,0,0,False
BIN_1305924,injected,0,0,False
BIN_1306649,wrapper,0,0,False
BIN_1307293,wrapper,0,0,False
BIN_1307346,wrapper,0,0,False
BIN_1307977,injected,1,1,False
BIN_1308592,wrapper,0,0,False
BIN_1309229,wrapper,0,0,False
BIN_1309727,wrapper,0,0,False
BIN_1312091,wrapper,1,1,False
BIN_1313815,wrapper,1,1,False
BIN_1316942,wrapper,1,1,False
BIN_1317130,injected,1,1,False
BIN_1317133,wrapper,0,0,False
BIN_1318177,wrapper,1,1,False
BIN_1318346,wrapper,0,0,False
BIN_1318731,wrapper,0,0,False
BIN_1319879,wrapper,1,1,False
BIN_1320435,injected,0,0,False
BIN_1320498,wrapper,0,0,False
BIN_1322565,wrapper,0,0,False
BIN_1323231,injected,0,0,False
BIN_1323450,injected,1,1,False
BIN_1324910,wrapper,1,1,False
BIN_1324917,wrapper,1,1,False
BIN_1325931,injected,0,0,False
BIN_1326128,wrapper,1,1,False
BIN_1327167,wrapper,1,1,False
BIN_1327298,wrapper,0,0,False
BIN_1327890,wrapper,1,1,False
BIN_1329761,injected,1,1,False
BIN_1331612,wrapper,0,0,False
BIN_1332244,wrapper,0,0,False
BIN_1334951,wrapper,0,0,False
BIN_1335199,wrapper,0,0,False
BIN_1335424,wrapper,1,1,False
BIN_1335725,wrapper,0,0,False
BIN_1336160,injected,1,1,False
BIN_1336494,wrapper,1,1,False
BIN_1336665,wrapper,0,0,False
BIN_1337393,wrapper,1,1,False
BIN_1337711,wrapper,0,0,False
BIN_1338222,wrapper,0,0,False
BIN_1338229,wrapper,0,0,False
BIN_1338328,injected,1,1,False
BIN_1338718,injected,1,1,False
BIN_1338887,injected,1,1,False
BIN_1339459,wrapper,1,1,False
BIN_1339827,injected,1,1,False
BIN_1340195,wrapper,1,1,False
BIN_1341951,wrapper,1,1,False
BIN_1342621,wrapper,0,0,False
BIN_1342624,wrapper,0,0,False
BIN_1342824,injected,1,1,False
BIN_1343819,injected,0,0,False
BIN_1344133,wrapper,1,1,False
BIN_1344237,wrapper,1,1,False
BIN_1344429,wrapper,1,1,False
BIN_1344642,wrapper,1,1,False
BIN_1344898,injected,0,0,False
BIN_1345081,injected,0,0,False
BIN_1345852,wrapper,0,0,False
BIN_1345885,injected,1,1,False
BIN_1346525,wrapper,1,1,False
BIN_1347037,injected,0,0,False
BIN_1347890,wrapper,1,1,False
BIN_1348728,injected,0,0,False
BIN_1349797,wrapper,0,0,False
BIN_1350614,wrapper,0,0,False
BIN_1351320,wrapper,1,1,False
BIN_1352710,wrapper,0,0,False
BIN_1352742,wrapper,0,0,False
BIN_1352800,injected,1,1,False
BIN_1353904,injected,1,1,False
BIN_1353924,wrapper,1,1,False
BIN_1354234,wrapper,0,0,False
BIN_1354485,injected,1,1,False
BIN_1354606,wrapper,1,1,False
BIN_1354688,wrapper,0,0,False
BIN_1354744,wrapper,1,1,False
BIN_1354872,wrapper,1,1,False
BIN_1355323,injected,0,0,False
BIN_1356235,wrapper,1,1,False
BIN_1357053,wrapper,0,0,False
BIN_1357351,wrapper,0,0,False
BIN_1357883,wrapper,1,1,False
BIN_1359306,wrapper,0,0,False
BIN_1360226,wrapper,1,1,False
BIN_1360825,wrapper,0,0,False
BIN_1360876,injected,0,0,False
BIN_1361262,wrapper,1,1,False
BIN_1361616,wrapper,0,0,False
BIN_1361766,injected,1,1,False
BIN_1361838,wrapper,1,1,False
BIN_1362600,wrapper,0,0,False
BIN_1363458,wrapper,1,1,False
BIN_1363946,wrapper,0,0,False
BIN_1365045,wrapper,0,0,False
BIN_1365577,wrapper,0,0,False
BIN_1368012,wrapper,0,0,False
BIN_1368553,wrapper,1,1,False
BIN_1369403,wrapper,0,0,False
BIN_1369774,wrapper,1,1,False
BIN_1370248,injected,1,1,False
BIN_1370287,wrapper,0,0,False
BIN_1370324,wrapper,1,1,False
BIN_1370737,injected,1,1,False
BIN_1370775,wrapper,0,0,False
BIN_1371931,wrapper,1,1,False
BIN_1372079,wrapper,0,0,False
BIN_1372663,wrapper,0,0,False
BIN_1372809,wrapper,1,1,False
BIN_1374227,wrapper,0,0,False
BIN_1375030,wrapper,1,1,False
BIN_1375058,injected,1,1,False
BIN_1375157,wrapper,0,0,False
BIN_1375645,wrapper,0,0,False
BIN_1375648,injected,1,1,False
BIN_1375794,injected,0,0,False
BIN_1377756,wrapper,0,0,False
BIN_1378009,wrapper,1,1,False
BIN_1378425,injected,1,1,False
BIN_1379083,wrapper,0,0,False
BIN_1379484,wrapper,0,0,False
BIN_1379498,wrapper,0,0,False
BIN_1379507,wrapper,1,1,False
BIN_1379677,wrapper,0,0,False
BIN_1380056,wrapper,0,0,False
BIN_1380238,injected,1,1,False
BIN_1380509,wrapper,1,1,False
BIN_1380515,wrapper,0,0,False
BIN_1380742,wrapper,0,0,False
BIN_1381587,injected,1,1,False
BIN_1381693,injected,0,0,False
BIN_1382732,injected,0,0,False
BIN_1382944,wrapper,1,1,False
BIN_1383399,wrapper,0,0,False
BIN_1383863,injected,1,1,False
BIN_1383928,injected,1,1,False
BIN_1383969,injected,1,1,False
BIN_1385030,injected,0,0,False
BIN_1387433,injected,0,0,False
BIN_1388770,wrapper,1,1,False
BIN_1389133,injected,0,0,False
BIN_1391092,injected,1,1,False
BIN_1391388,wrapper,1,1,False
BIN_1391775,wrapper,1,1,False
BIN_1391984,wrapper,0,0,False
BIN_1393516,wrapper,0,0,False
BIN_1393926,injected,1,1,False
BIN_1394325,wrapper,1,1,False
BIN_1394919,injected,1,1,False
BIN_1395757,wrapper,1,1,False
BIN_1396599,injected,0,0,False
BIN_1397259,wrapper,0,0,False
BIN_1398057,injected,0,0,False
BIN_1398314,wrapper,1,1,False
BIN_1399021,wrapper,0,0,False
BIN_1399789,injected,0,0,False
BIN_1400077,wrapper,1,1,False
BIN_1400208,injected,0,0,False
BIN_1401085,wrapper,0,0,False
BIN_1401183,wrapper,0,0,False
BIN_1401521,wrapper,1,1,False
BIN_1402067,injected,0,0,False
BIN_1403243,wrapper,0,0,False
BIN_1403425,wrapper,0,0,False
BIN_1403634,wrapper,1,1,False
BIN_1403676,injected,0,0,False
BIN_1404341,wrapper,0,0,False
BIN_1405014,wrapper,1,1,False
BIN_1405102,wrapper,0,0,False
BIN_1405479,wrapper,0,0,False
BIN_1405490,wrapper,0,0,False
BIN_1405825,wrapper,0,0,False
BIN_1406104,wrapper,1,1,False
BIN_1406433,injected,1,1,False
BIN_1406915,wrapper,1,1,False
BIN_1408222,wrapper,1,1,False
BIN_1408369,injected,0,0,False
BIN_1410855,wrapper,1,1,False
BIN_1413218,wrapper,1,1,False
BIN_1414233,injected,0,0,False
BIN_1414919,wrapper,1,1,False
BIN_1415058,wrapper,0,0,False
BIN_1415728,wrapper,1,1,False
BIN_1415946,wrapper,1,1,False
BIN_1416470,wrapper,0,0,False
BIN_1417490,wrapper,0,0,False
BIN_1417562,wrapper,0,0,False
BIN_1417891,wrapper,0,0,False
BIN_1419147,wrapper,0,0,False
BIN_1419662,wrapper,1,1,False
BIN_1420850,injected,0,0,False
BIN_1421038,wrapper,1,1,False
BIN_1422792,wrapper,1,1,False
BIN_1423326,injected,0,0,False
BIN_1423524,wrapper,0,0,False
BIN_1423745,wrapper,0,0,False
BIN_1424578,wrapper,0,0,False
BIN_1424896,injected,0,0,False
BIN_1425735,wrapper,1,1,False
BIN_1425863,wrapper,0,0,False
BIN_1426123,injected,1,1,False
BIN_1426382,wrapper,1,1,False
BIN_1426499,injected,1,1,False
BIN_1428360,injected,0,0,False
BIN_1429738,wrapper,1,1,False
BIN_1430004,wrapper,1,1,False
BIN_1430692,wrapper,0,0,False
BIN_1431120,wrapper,1,1,False
BIN_1431301,injected,0,0,False
BIN_1431770,injected,0,0,False
BIN_1431915,injected,1,1,False
BIN_1433026,injected,1,1,False
BIN_1433182,wrapper,1,1,False
BIN_1433483,wrapper,0,0,False
BIN_1433554,injected,1,1,False
BIN_1434213,wrapper,0,0,False
BIN_1435977,wrapper,0,0,False
BIN_1437612,injected,0,0,False
BIN_1438073,wrapper,1,1,False
BIN_1438143,wrapper,1,1,False
BIN_1438523,injected,1,1,False
BIN_1440075,wrapper,1,1,False
BIN_1440097,wrapper,0,0,False
