binary_id,sid,old_label,old_cwe,new_label,new_cwe,kind,nearest_sid,nearest_bid,dist,one_error_drop_est,entry_line,high_pc,var_count,var_lines,var_line_min,var_line_delta_min,ptr_sig,struct_size_sig,member_sig,has_j,has_structCharVoid,char_first_type,line_seq,line_seq_compact,line_delta_seq,line_count,line_unique_count,model,dwarf_pred,dwarf_prob,prob_CWE-121,prob_CWE-122,prob_CWE-126
BIN_6244783,4961,1,CWE-126,1,CWE-122,,4960,BIN_9870703,1,1.7139617781506015e-05,30,151,1,35,35,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],31|32|35|36|36|37|39|39|41|41|42|43|43|44|44|45|47,31|32|35|36|37|39|41|42|43|44|45|47,1|2|5|6|7|9|11|12|13|14|15|17,17,12,RandomForest,CWE-126,0.601248322147651,0.013751677852348992,0.385,0.601248322147651
BIN_8249526,504,1,CWE-126,1,CWE-121,,505,BIN_2692299,1,1.7772454670776952e-05,31,104,1,36,36,5,structCharVoid:0,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],32|33|33|37|39|39|41|42|43|44|44|47,32|33|37|39|41|42|43|44|47,1|2|6|8|10|11|12|13|16,12,9,ExtraTrees,CWE-121,1.0,1.0,0.0,0.0
BIN_8249526,504,1,CWE-126,1,CWE-121,,505,BIN_2692299,1,1.7772454670776952e-05,31,104,1,36,36,5,structCharVoid:0,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],32|33|33|37|39|39|41|42|43|44|44|47,32|33|37|39|41|42|43|44|47,1|2|6|8|10|11|12|13|16,12,9,RandomForest,CWE-121,0.6062505592841163,0.6062505592841163,0.0,0.3937494407158837
BIN_8264883,520,1,CWE-126,1,CWE-121,,519,BIN_3350323,1,1.7772454670776952e-05,36,136,1,41,41,5,structCharVoid:0,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],37|38|38|42|44|44|46|47|48|49|49|52,37|38|42|44|46|47|48|49|52,1|2|6|8|10|11|12|13|16,12,9,ExtraTrees,CWE-121,0.99,0.99,0.0,0.01
BIN_8264883,520,1,CWE-126,1,CWE-121,,519,BIN_3350323,1,1.7772454670776952e-05,36,136,1,41,41,5,structCharVoid:0,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],37|38|38|42|44|44|46|47|48|49|49|52,37|38|42|44|46|47|48|49|52,1|2|6|8|10|11|12|13|16,12,9,RandomForest,CWE-121,0.7059095346566872,0.7059095346566872,0.0,0.29409046534331273
BIN_1455492,4916,1,CWE-121,1,CWE-126,,4915,BIN_3772631,1,1.774492225074984e-05,31,106,1,36,36,5,structCharVoid:0,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],32|33|33|37|39|39|41|42|43|44|44|47,32|33|37|39|41|42|43|44|47,1|2|6|8|10|11|12|13|16,12,9,ExtraTrees,CWE-126,0.5774138702460845,0.4225861297539155,0.0,0.5774138702460845
BIN_1455492,4916,1,CWE-121,1,CWE-126,,4915,BIN_3772631,1,1.774492225074984e-05,31,106,1,36,36,5,structCharVoid:0,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],32|33|33|37|39|39|41|42|43|44|44|47,32|33|37|39|41|42|43|44|47,1|2|6|8|10|11|12|13|16,12,9,RandomForest,CWE-126,0.5655216427164848,0.43447835728351514,0.0,0.5655216427164848
BIN_2254329,525,1,CWE-126,1,CWE-121,,526,BIN_2693860,1,1.7772454670776952e-05,31,215,2,36|50,36,5,structCharVoid:0|structCharVoid:0,structCharVoid:32|structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],32|33|33|37|39|39|41|42|43|44|44|61|51|53|53|55|56|57|58|58|61,32|33|37|39|41|42|43|44|61|51|53|55|56|57|58|61,1|2|6|8|10|11|12|13|30|20|22|24|25|26|27|30,21,15,ExtraTrees,CWE-126,0.985,0.0,0.015,0.985
BIN_2254329,525,1,CWE-126,1,CWE-121,,526,BIN_2693860,1,1.7772454670776952e-05,31,215,2,36|50,36,5,structCharVoid:0|structCharVoid:0,structCharVoid:32|structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],32|33|33|37|39|39|41|42|43|44|44|61|51|53|53|55|56|57|58|58|61,32|33|37|39|41|42|43|44|61|51|53|55|56|57|58|61,1|2|6|8|10|11|12|13|30|20|22|24|25|26|27|30,21,15,RandomForest,CWE-126,0.8037494407158837,0.03125055928411633,0.165,0.8037494407158837
BIN_2334733,4943,1,CWE-126,1,CWE-121,,4942,BIN_2449103,1,1.7772454670776952e-05,31,136,1,36,36,5,structCharVoid:0,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],32|33|37|39|39|41|42|43|44|44|46,32|33|37|39|41|42|43|44|46,1|2|6|8|10|11|12|13|15,11,9,ExtraTrees,CWE-126,0.9137494407158837,0.07625055928411634,0.01,0.9137494407158837
BIN_2334733,4943,1,CWE-126,1,CWE-121,,4942,BIN_2449103,1,1.7772454670776952e-05,31,136,1,36,36,5,structCharVoid:0,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],32|33|37|39|39|41|42|43|44|44|46,32|33|37|39|41|42|43|44|46,1|2|6|8|10|11|12|13|15,11,9,RandomForest,CWE-126,0.5887494407158836,0.3712505592841163,0.04,0.5887494407158836
BIN_2902601,4969,1,CWE-126,1,CWE-122,,4967,BIN_2890346,2,1.7139617781506015e-05,43,185,1,48,48,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],44|45|45|48|49|49|50|52|52|54|54|55|56|56|57|57|60,44|45|48|49|50|52|54|55|56|57|60,1|2|5|6|7|9|11|12|13|14|17,17,11,ExtraTrees,CWE-126,0.705,0.015,0.28,0.705
BIN_2902601,4969,1,CWE-126,1,CWE-122,,4967,BIN_2890346,2,1.7139617781506015e-05,43,185,1,48,48,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],44|45|45|48|49|49|50|52|52|54|54|55|56|56|57|57|60,44|45|48|49|50|52|54|55|56|57|60,1|2|5|6|7|9|11|12|13|14|17,17,11,RandomForest,CWE-126,0.62,0.05,0.33,0.62
BIN_3790413,517,1,CWE-126,1,CWE-121,,518,BIN_8719707,1,1.7772454670776952e-05,37,134,1,42,42,5,structCharVoid:0,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],38|39|39|43|45|45|47|48|49|50|50|53,38|39|43|45|47|48|49|50|53,1|2|6|8|10|11|12|13|16,12,9,ExtraTrees,CWE-121,0.96,0.96,0.0,0.04
BIN_3790413,517,1,CWE-126,1,CWE-121,,518,BIN_8719707,1,1.7772454670776952e-05,37,134,1,42,42,5,structCharVoid:0,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],38|39|39|43|45|45|47|48|49|50|50|53,38|39|43|45|47|48|49|50|53,1|2|6|8|10|11|12|13|16,12,9,RandomForest,CWE-121,0.6409095346566873,0.6409095346566873,0.0,0.3590904653433127
BIN_4198219,10834,1,CWE-122,1,CWE-126,,10833,BIN_9832796,1,1.7111180103647243e-05,36,166,1,41,41,5,structCharVoid:1,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],37|38|38|41|42|42|43|45|45|47|47|48|49|49|50|50|51|54,37|38|41|42|43|45|47|48|49|50|51|54,1|2|5|6|7|9|11|12|13|14|15|18,18,12,ExtraTrees,CWE-126,0.98,0.0,0.02,0.98
BIN_4198219,10834,1,CWE-122,1,CWE-126,,10833,BIN_9832796,1,1.7111180103647243e-05,36,166,1,41,41,5,structCharVoid:1,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],37|38|38|41|42|42|43|45|45|47|47|48|49|49|50|50|51|54,37|38|41|42|43|45|47|48|49|50|51|54,1|2|5|6|7|9|11|12|13|14|15|18,18,12,RandomForest,CWE-126,0.79,0.015,0.195,0.79
BIN_4280528,4977,1,CWE-126,1,CWE-122,,4976,BIN_4485257,1,1.7139617781506015e-05,30,173,1,35,35,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],31|35|36|36|37|39|39|41|41|42|43|43|44|44|46|48,31|35|36|37|39|41|42|43|44|46|48,1|5|6|7|9|11|12|13|14|16|18,16,11,ExtraTrees,CWE-122,0.685,0.005,0.685,0.31
BIN_4280528,4977,1,CWE-126,1,CWE-122,,4976,BIN_4485257,1,1.7139617781506015e-05,30,173,1,35,35,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],31|35|36|36|37|39|39|41|41|42|43|43|44|44|46|48,31|35|36|37|39|41|42|43|44|46|48,1|5|6|7|9|11|12|13|14|16|18,16,11,RandomForest,CWE-122,0.615,0.005,0.615,0.38
BIN_4860053,4966,1,CWE-126,1,CWE-122,,4967,BIN_2890346,1,1.7139617781506015e-05,36,186,1,41,41,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],37|38|38|41|42|42|43|45|45|47|47|48|49|49|50|50|53,37|38|41|42|43|45|47|48|49|50|53,1|2|5|6|7|9|11|12|13|14|17,17,11,ExtraTrees,CWE-126,0.97,0.0,0.03,0.97
BIN_4860053,4966,1,CWE-126,1,CWE-122,,4967,BIN_2890346,1,1.7139617781506015e-05,36,186,1,41,41,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],37|38|38|41|42|42|43|45|45|47|47|48|49|49|50|50|53,37|38|41|42|43|45|47|48|49|50|53,1|2|5|6|7|9|11|12|13|14|17,17,11,RandomForest,CWE-126,0.84,0.02,0.14,0.84
BIN_4942051,10844,1,CWE-122,1,CWE-126,,10845,BIN_2396068,1,1.7111180103647243e-05,30,153,1,36,36,6,structCharVoid:1,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],31|36|37|37|38|40|40|42|42|43|44|44|45|45|46|48|54,31|36|37|38|40|42|43|44|45|46|48|54,1|6|7|8|10|12|13|14|15|16|18|24,17,12,ExtraTrees,CWE-126,0.595,0.055,0.35,0.595
BIN_4942051,10844,1,CWE-122,1,CWE-126,,10845,BIN_2396068,1,1.7111180103647243e-05,30,153,1,36,36,6,structCharVoid:1,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],31|36|37|37|38|40|40|42|42|43|44|44|45|45|46|48|54,31|36|37|38|40|42|43|44|45|46|48|54,1|6|7|8|10|12|13|14|15|16|18|24,17,12,RandomForest,CWE-126,0.5487494407158837,0.08625055928411633,0.365,0.5487494407158837
BIN_8227758,4968,1,CWE-126,1,CWE-122,,4967,BIN_2890346,1,1.7139617781506015e-05,35,187,1,40,40,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],36|37|37|40|41|41|42|44|44|46|46|47|48|48|49|49|52,36|37|40|41|42|44|46|47|48|49|52,1|2|5|6|7|9|11|12|13|14|17,17,11,ExtraTrees,CWE-122,1.0,0.0,1.0,0.0
BIN_8227758,4968,1,CWE-126,1,CWE-122,,4967,BIN_2890346,1,1.7139617781506015e-05,35,187,1,40,40,5,structCharVoid:1,structCharVoid:32,charFirst@0:char[16]|voidSecond@16:*void|voidThird@24:*void,0,1,char[16],36|37|37|40|41|41|42|44|44|46|46|47|48|48|49|49|52,36|37|40|41|42|44|46|47|48|49|52,1|2|5|6|7|9|11|12|13|14|17,17,11,RandomForest,CWE-122,0.745,0.02,0.745,0.235
BIN_9335771,10850,1,CWE-126,1,CWE-122,,10851,BIN_8437590,1,1.7139617781506015e-05,30,182,1,35,35,5,structCharVoid:1,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],31|35|36|36|37|39|39|41|41|42|43|43|44|44|47,31|35|36|37|39|41|42|43|44|47,1|5|6|7|9|11|12|13|14|17,15,10,ExtraTrees,CWE-126,0.695,0.045,0.26,0.695
BIN_9335771,10850,1,CWE-126,1,CWE-122,,10851,BIN_8437590,1,1.7139617781506015e-05,30,182,1,35,35,5,structCharVoid:1,structCharVoid:48,charFirst@0:short unsigned int[16]|voidSecond@32:*void|voidThird@40:*void,0,1,short unsigned int[16],31|35|36|36|37|39|39|41|41|42|43|43|44|44|47,31|35|36|37|39|41|42|43|44|47,1|5|6|7|9|11|12|13|14|17,15,10,RandomForest,CWE-126,0.575,0.07,0.355,0.575
